"review.tm","Unnamed..0","drugName","condition","review","rating","date","usefulCount","score","positive","negative"
"medication year now originally put help decrease terrible cramps throbbing migraines first months worked like charm side effects mood swings first months able control however starting january migraines started coming back february debilitating cramps came back first thought switched allergy medications found case switching back old one will switching another choice however effective birth control shortening periods mine days",131460,"Generess Fe","Birth Control","""I have been on this medication for a year now. Originally I was put on it to help decrease my terrible cramps and throbbing migraines. The first 6 months it worked like a charm. The only side effects I had were mood swings and after the first 3 months I was able to control them. However starting in January, my migraines started coming back, in February debilitating cramps came back. At first we thought it was because I had switched allergy medications, but found that not to be the case after switching back to my old one. I will be switching to another choice. However, it has been effective as a birth control, and in shortening periods (mine to only 4 days).""",5,"June 14, 2013",10,0,4,4
"months now first pack lot breakthrough bleeding went away nd month main thing like moods stable overall better pms however must say sex drive decreased ton pros cons",43631,"LoSeasonique","Birth Control","""I have been on it for 7 months now. During my first pack I had a lot of breakthrough bleeding but it went away by my 2nd month. The main thing I like is my moods are more stable and overall better. And no PMS! However, I must say my sex drive has decreased a ton. It does have its pros and cons.""",6,"January 5, 2012",3,3,5,2
"nauseous taking second week discontinued breast sore",124741,"Tri-Previfem","Birth Control","""I was nauseous after taking it on my second week so I discontinued it. Breast was so sore.""",5,"August 13, 2016",3,-2,0,2
"negative side effects diarrhea first days taking still heavy flow periods tension headaches everyday breast tenderness feel ive eating sure thats birth control heavy pmsing periods",124844,"Tri-Previfem","Birth Control","""Negative Side Effects:
- Diarrhea for the first 4-5 days of taking it
- Still heavy flow periods 
- Tension headaches everyday
- Breast tenderness 
- I feel that I&#039;ve been eating more (not sure if that&#039;s because of the birth control)
- Heavy PMSing before periods 

Positive Side Effects:
- Shorter period 
- Less acne 
- Less cramps""",7,"January 28, 2015",8,-4,0,4
"never pms speak birth control pills decade estrostep orthotricyclen problems went gianvi nightmare stuck months body adjusted thinking get better anything got worse days period tense stressed depressed negative impact life sex drive speak positive thing can say notice worsening weight acne problems",111928,"Gianvi","Birth Control","""I am 39 and have never had PMS to speak of.  I have been on birth control pills for over a decade (Estrostep, OrthoTricyclen) with no problems.  Went on Gianvi and it was a nightmare.  I stuck it out for 3 months as my body adjusted thinking it would get better but if anything, it got worse.  The 10 days or so before my period I was tense, stressed and depressed. It had such a negative impact on my life.  And no sex drive to speak of.  The only positive thing I can say is that I did not notice worsening of any weight or acne problems.  """,1,"July 13, 2011",4,-7,2,9
"never taken type birth control met fiancee implanon almost months hated side effects came plus period months nonstop say almost ruined relationship top got infection using tampoms time anyway today day taking sronyx already feel great side effects ever im happy without mood swings really recommend pill",43187,"Sronyx","Birth Control","""I had never taken any type of birth control until I met my fiancee. I was on Implanon for almost 11 months and I hated it! I had all the side effects that came with it, plus my period for all those months non-stop and to say I almost ruined my relationship and to top it off I got an infection for using tampoms all the time. Anyway today is my 5 day taking Sronyx and I already feel great no side effects what so ever. I&#039;m happy again without any mood swings. I really recommend this pill.""",9,"November 3, 2011",12,1,4,3
"obgyn switched birth control pill loseasonique attempt relieve severe cramps menstrual migraines hopeful month trial found severity migraines intensified spotting equal light period understand spotting may occur decrease time however forced wear panty liner every day sometimes day months longer taking loseasonique",43680,"LoSeasonique","Birth Control","""When my OBGYN switched my birth control pill to LoSeasonique in an attempt to relieve my severe cramps and menstrual migraines I was hopeful.  During my 3 month trial, I found that the severity of my migraines intensified and spotting was equal to that of a light period.  I understand that spotting may occur and should decrease over time; however I was forced to wear a panty liner every day (sometimes 2/day!) for 3 months.  I am no longer taking LoSeasonique.""",3,"November 7, 2010",9,-1,1,2
"ocella months now overall done job keeping kidfree get horrible cramps day two period periods definitely shorter lighter dont understand increase cramps also getting headaches quite frequently dont know can attribute medication",6417,"Ocella","Birth Control","""I have been on Ocella for about 4 months now. Overall it has done its job of keeping me kid-free but I get horrible cramps a day or two before my period and during it. Periods are definitely shorter and lighter so I don&#039;t understand the increase in cramps. I also have been getting headaches quite frequently but I don&#039;t know if I can attribute that to this medication.""",5,"January 8, 2012",1,-1,1,2
"originally started medication due chronic migraines caused hormonal imbalance first started pill acne reached worst told stick thing helping prevention headaches migraines rd month skin completely cleared boobs went just fitting d dd gained weight still sex drive good job keeping getting pregnant also made period lighter less painful amp days shorter remained pill year half started experiencing bad nausea everytime missed pill amp also got really bad anxiety end stop taking eventually miss boobs nausea anxiety",124821,"Tri-Previfem","Birth Control","""I originally started this medication due to chronic migraines caused by hormonal imbalance. When I first started the pill my acne had reached its worst. I told myself to stick it through, it was the only thing helping the prevention of my headaches and migraines. In the 3rd month my skin completely cleared. My boobs went from just fitting a D 32 to DD 34! I gained no weight from it, still had my sex drive, and it did a very good job of keeping me from getting pregnant. It also made my period lighter, less painful, &amp; 3 days shorter. I remained on the pill for about a year and a half before I started experiencing bad nausea everytime I missed a pill &amp; also got really bad anxiety in the end. Had to stop taking it eventually. Miss my boobs but not the nausea or anxiety""",7,"December 29, 2015",5,-6,5,11
"originally yaz loved insurance changed wasnt able get name brand switched ocella caused nausea",6484,"Ocella","Birth Control","""I was originally on Yaz and loved it but my insurance changed and wasn&#039;t able to get the name brand so switched to the Ocella.  I caused nausea for me.""",2,"October 16, 2009",3,1,1,0
"ortho tri years starting breakthrough bleeding issues doctor put yaz im broke graduate student went gianvi instead keep seeing negative reviews love gianvi acne almost gone away cramps lessened however issues adjusting day period instead week long one months straightened love gianvi months without issue",111895,"Gianvi","Birth Control","""I was on Ortho Tri for 4 years but was starting to have some breakthrough bleeding issues with it so my doctor put me on Yaz. I&#039;m a broke Graduate student so I went on Gianvi instead. I keep seeing all these negative reviews on here about it, but I LOVE Gianvi. My acne has almost gone away and my cramps have lessened. I did, however, have some issues adjusting to a 4 day period instead of a week long one, but after a few months that straightened out. I love Gianvi and have been on it for 6 months without issue.""",10,"September 21, 2011",11,-3,3,6
"patch year ago everytime put patch period got severe nausea left bed day put bc loved ease patch became much college gyno switched sronyx love first got cramps period never gotten month gone away gain weight amp actually lost weight though may problems gerd period also lighter shorter negative side effects can say within first month half moody got angry easily gotten better also get breakouts chest face back minor",43080,"Sronyx","Birth Control","""I was on the patch a year ago but everytime i put the patch on after my period i got severe nausea that left me in bed ALL day. I put up with this bc i loved the ease of the patch but it became too much. My college gyno switched me to sronyx. I love it! At first i got some cramps with my period which i had never gotten before but after a month of being on it that has gone away. I did not gain weight at all &amp; actually lost weight, though that may be from other problems (GERD). My period is also lighter and shorter. The only negative side effects i can say are that within the first month and a half  i was VERY moody. I got angry very easily, but that has gotten better. i also get more breakouts (chest, face, and back) but they are very minor.""",8,"May 24, 2016",2,0,6,6
"periods became lighter within first month great mine painful one problem first time took felt far depressed ever temporary took one week adjust psychologically sure take good sized meal slight weight gain spotting always take brown pills contain mineral iron women need lot",131424,"Generess Fe","Birth Control","""Periods became lighter within the first month, which was great because mine were very painful before. The one problem was the first time I took it. I felt far more depressed than ever before. But this was only temporary; it took about one week to adjust psychologically. Be sure to take with a good sized meal! Other than that, very slight weight gain and no spotting. Always take the brown pills too; they contain the mineral iron which women need a lot of.""",8,"November 15, 2013",4,1,4,3
"pharmacy switched gianvi little year ago yaz negative side effects yaz also first birth control ive ever taken since switching gianvi get severe headaches lasts days week period starts force sleep bed day periods also start early late trail days theyre usually supposed end acne cleared first recently acne medication benzaclin clears face yaz opposite everything gianvi despite quotgenericquot equivalent im switching new birth control week im going try beyaz",111868,"Gianvi","Birth Control","""My pharmacy switched me to Gianvi a little over a year ago from Yaz. I had no negative side effects on Yaz (it was also the first birth control I&#039;ve ever taken). Since switching to Gianvi, I get severe headaches that lasts 1-2 days a week before my period starts, which force me to sleep in bed all day. My periods also start early, late, and trail on for a few days after they&#039;re usually supposed to end. My acne cleared up at first, but recently it&#039;s only my acne medication, Benza-Clin, that clears up my face. (Yaz did the opposite of everything Gianvi does, despite it being the &quot;generic&quot; equivalent). I&#039;m switching to a new birth control this week. I&#039;m going to try Beyaz.""",3,"May 28, 2012",2,-1,2,3
"pill effective never problem",43190,"Sronyx","Birth Control","""This pill is effective never had any problem.""",10,"May 17, 2011",6,0,1,1
"pill makes taste smell nasty sour milk taste time get rid makes nauseous thought taking nauseates already get sick two years symptoms nausea never subsided also completely taken away sex drive reason know ex broke got four months super horny uncontrollably horny wanted sex hours upon going back zero desire ive missed many days pill rather just take thats gross sick makes feel obviously reduces effects can get another please",5301,"Cryselle","Birth Control","""This pill makes me taste and smell this nasty sour milk taste all the time. I cannot get rid of it, it makes me so nauseous that the thought of taking it nauseates me already. I get so sick off of it, been on it for over two years and symptoms of nausea never subsided. It has also completely taken away my sex drive, only reason I know this is because once my ex and I broke up I got off of it for four months and I was super horny, so uncontrollably horny, I wanted sex at all hours, but upon going back on it, I have zero desire for it. I&#039;ve missed many days on this pill, because I rather just not take it, that&#039;s how gross it is and sick it makes me feel which obviously reduces its effects. If you can get another, please do.""",2,"March 17, 2016",1,-9,1,10
"pill month half now experienced increase eating getting dizzy minutes rash whitish pimples chest forearm never havent experienced bleeding period good periods pretty bad just hope side effects go away",43656,"LoSeasonique","Birth Control","""I have been on this pill for a month and half now. I have experienced an increase in my eating, I have been getting dizzy for a few minutes, and a rash of whitish pimples on my chest and on my forearm that I have never had before. I haven&#039;t experienced any bleeding or any period at all which is good because my periods were pretty bad. I just hope these side effects go away.""",6,"November 15, 2009",3,-2,2,4
"pill months pregnancy dont feel ive gained weight although eat well recently within months went back gym worst part bc break bleeding weeks time skipping periodsmy cycle definitely unregulated since st month havent gotten pregnant thats great husband losing sex life want change dislike hormones messed",5304,"Cryselle","Birth Control","""I have been on this pill for 9 months after pregnancy, I don&#039;t feel that I&#039;ve gained any weight.  Although I eat well and recently within 2 months went back to the gym.  The worst part about this BC is the break through bleeding, for weeks at a time. Skipping periods...my cycle is most definitely unregulated since the 1st month.  I haven&#039;t gotten pregnant so that&#039;s great, but my husband and I are losing our sex life. 
I want to change, but I dislike when hormones are messed up.""",5,"March 10, 2016",1,-3,3,6
"pill ok causes severe cramping mood swings irritability crying seem big issue couldnt deal hungry time severe abdominal bloating associated sure water weight eat well normally sugar diet run miles day days week ton water pill made gain weight months got switched nuvaring love side effects far",43097,"Sronyx","Birth Control","""This pill is ok. But it causes severe cramping. And mood swings. Irritability and crying  seem to be a big issue I couldn&#039;t deal with. I was hungry all the time. Severe abdominal bloating was associated. Not sure if it was water weight or what. But I eat well. Normally no sugar in my diet. Run 2 miles a day 5 days a week and a ton of water. But this pill made me gain weight. 
After 6 months I got off and have switched to nuvaring. I love it no side effects this far.""",5,"September 17, 2015",3,-1,3,4
"pill twice now first time used months doctor decided take time began breakthrough bleeding periods long longer pill just painful time anther pill doctor reccomended go back see things went second time around months nothing changed since last time first periods fine like normal without pill began bleed randomly pain became worse well normal periods lengthening becoming heavier",5299,"Cryselle","Birth Control","""I have been on this pill twice now. The first time I was in it I used it for 6 months and my doctor decided to take me off of it for some time because I began having breakthrough bleeding and periods as long as if not longer than before I was on the pill and just as painful. After some time on anther pill my doctor reccomended that I go back on it and see how things went the second time around. I have been on it for 6 more months and nothing has changed since the last time. The first few periods were fine and like normal without the pill but again I began to bleed randomly and the pain became worse as well as my normal periods lengthening and becoming heavier.""",2,"May 24, 2016",2,-2,4,6
"pill two months impressed random spotting couple times week like constantly period also second month hair started falling scary hair never really fell lot shower pill finding clumps hair needless say im switching different pill",131413,"Generess Fe","Birth Control","""I was on this pill for two months and was not impressed. I had random spotting a couple times a week, so it was like I was constantly on my period. Also during the second month, my hair started falling out. It was so scary, because my hair never really fell out a lot when I would shower, but on this pill I would be finding clumps of hair. Needless to say, I&#039;m switching to a different pill.""",3,"January 7, 2014",11,-2,2,4
"positive experience generess fe taking years couldnt happier simply feel like issues adjusting body react negative way problems weight gain definitely recommend giving try youre curious also savings card really work never pay mo prescription even though insurance cover time",131431,"Generess Fe","Birth Control","""I have had the most positive experience with Generess Fe. I have been taking it for over 2 years and couldn&#039;t be happier. I simply feel like myself and have not had any issues adjusting to it. My body did not react in a negative way and I have not had any problems with weight gain. I definitely recommend giving it a try if you&#039;re curious about it. Also, their savings card really does work and I never pay over $25/mo for my prescription even though my insurance does not cover it at this time.""",10,"October 25, 2013",6,4,7,3
"previous birth control worked wonderfully beautiful skin get pregnant however pms became difficult deal headaches nausea fatigue doctor suggested try loseasonique avoid pms must say scared negative reviews found internet happy say eights weeks symptom free spotting best pms one important thing stick pm schedule everyday noticed stressed pamphlet made concerned things might go wrong follow overall pleased especially since taken pain killers entire time hope helps",43641,"LoSeasonique","Birth Control","""My previous birth control worked wonderfully, beautiful skin and I did not get pregnant. However, my PMS became  difficult to deal with, headaches, nausea, and fatigue. My doctor suggested I try LoSeasonique to avoid the PMS. I must say I was very scared because of all the negative reviews I found on the internet. I am happy to say it has been eights weeks and I am symptom free, no spotting, and best of all no PMS. One important thing I do is to stick to my 10 pm schedule everyday. I noticed they stressed this in the pamphlet, which made me concerned things might go wrong if I did not follow. Overall I am very pleased especially since I have not taken any pain killers the entire time. Hope this helps.""",10,"June 10, 2010",27,-1,8,9
"previously lutera best pill ever side effects manufacturer change obgyn switched sronyx said equivalent pill terrible first months everything seemed fine side effects started getting bad headaches times week moody snappy half month pms time end period got period made placebo pills got horrible cramps never get crying spells nausea eating breakouts benefits weight loss increased sex drive boyfriend loves obgyn said pill didnt work switch lessina alesse switching",43107,"Sronyx","Birth Control","""I was previously on lutera and best pill ever with no side effects until the manufacturer change. So my obgyn switched me to sronyx because she said it&#039;s the same equivalent. This pill is TERRIBLE!!!! For the first 3 months everything seemed fine and no side effects. After that I started getting bad headaches 3-4 times a week, I was moody and snappy half the month from PMS time to the end of my period, I got my period before I made it to the placebo pills, got horrible cramps which I never get, crying spells, nausea after eating and breakouts. The only benefits are weight loss and increased sex drive, which my boyfriend loves. My obgyn said if this pill didn&#039;t work out she would switch me to lessina or alesse and I am switching.""",2,"August 24, 2017",0,0,6,6
"previously took lo loestrin depression breakthrough bleeding just general feeling blah md switched beyaz feelings gone benefit somehow another lost like lbs past month course exercise regularly eat right seem less appetite love pill",6800,"Beyaz","Birth Control","""I previously took Lo Loestrin and had depression, breakthrough bleeding and just a general feeling of blah.  My MD switched me to Beyaz, and those feelings are gone.  And, as a benefit, somehow or another I have lost like 8 lbs in the past month.  OF course I exercise regularly, and eat right, but seem to have less of an appetite. Love this pill!""",10,"September 11, 2011",19,1,5,4
"pros prevented pregnancy well shortened period cleared acne cons gained lbs scalp hair loss heavy cramps migraines mood swings",37769,"Reclipsen","Birth Control","""Pros: prevented pregnancy well, shortened period, cleared acne
Cons: gained 20lbs, scalp hair loss, very heavy cramps, migraines, mood swings""",5,"July 4, 2014",10,2,4,2
"put generess fe regulate spotting monthspcos month horrible experience surprised see great reviews since trouble usually happy person extremely depressed emotionalcrying outbursts ridiculous things irritable ive headaches daily since day spotting gotten worse breasts tender painful horrible low back cramps rd week praying just ive long without cycle years month just shocking body doctor says take months regulate sure can handle willing try",131430,"Generess Fe","Birth Control","""Was put on Generess Fe to regulate spotting I have had for 3 months(PCOS). Have been on it a month and it has been a horrible experience. I was surprised to see all the great reviews since I am having such trouble. I am a usually very happy person and have been extremely depressed, emotional(crying outbursts at ridiculous things), and irritable. Ive had headaches daily since Day 1. Spotting has gotten worse. Breasts are so tender and painful and horrible low back cramps during the 3rd week. Praying this is just because Ive been so long without a cycle(8 years and 1 month) and its just shocking my body. Doctor says it could take 3-4 months to regulate. Not sure I can handle that but willing to try.""",4,"October 27, 2013",10,-7,4,11
"put pill help crazy emotions get week period almost done first month dose found big increase appetite experiencing severe migrains get dizzylightheaded couple minutes quite often skin breaking little pimples coverable can feel never variety pills one seemed give side effects since pill find getting extremely emotional little things",43714,"LoSeasonique","Birth Control","""I was put on this pill to help out with my crazy emotions that I get about a week before my period. I almost done with my first 3 month dose and I have found that I have a big increase in my appetite. I have been experiencing more severe migrains and I get dizzy/lightheaded for a couple of minutes quite often. My skin has been breaking out with little pimples that are coverable but I can feel them and have never been there before. I have been on a variety of pills and this one has seemed to give me the most side effects. Since I have been on this pill I find myself getting extremely emotional about little things.""",1,"September 20, 2009",19,-2,1,3
"put sronyx january first time birth control just started forth month pack nervous put birth control negative reviews read can say little timid dont let bad reviews scare months havent one bad side affects birth control havent gained weight acne hasnt gotten worse periods went heavy days like days cramp sufferer period since started first time age now point times almost rushed er havent cramps whatsoever ever since give chance",43119,"Sronyx","Birth Control","""I was put on Sronyx in January, first time being on birth control, and I just started my forth month pack. I was nervous about being put on this birth control because of all the negative reviews I read about it. So I can say that I was a little timid. DON&#039;T LET THE BAD REVIEWS SCARE YOU. After 4 months, I haven&#039;t had not one bad side affects with this birth control. I haven&#039;t gained weight. My acne hasn&#039;t gotten worse. My periods went from heavy 6 days to very like 3 days. I was a cramp sufferer during my period since I started for the first time at the age of 13 (I am now 28), to the point where there was a few times I was almost rushed to the ER for them and I haven&#039;t had any cramps whatsoever ever since being on this. Give it a chance!""",10,"March 28, 2017",5,-7,2,9
"rd brand ive ever tried horrible side effects first two pill really worked thought finally found brand lot little things like rapid heart rate headaches frequent infections finally linked never got pregnant regulated periods well eventually body started rebelling pill wasnt worth",124826,"Tri-Previfem","Birth Control","""This is the 3rd brand I&#039;ve ever tried after having horrible side effects from the first two. For a while this pill really worked for me, and I thought I finally found my brand. But a lot of little things like rapid heart rate, headaches, and frequent infections I finally linked to this. I never got pregnant and it regulated my periods well. But eventually my body started rebelling against this pill and it wasn&#039;t worth it.""",5,"November 11, 2015",2,2,5,3
"read many comments birth control seasonique doctor recommended endometriosis loseasonique went doctors office asked samples due insurance changes seasonique loseasonique asked nurse different dosage wondering id chances getting pregnant said loseasonique th pack already well can say helped lot comes preventing pregnancy every months super light period year now never really broke stress just hate gained weight normally low grade fevers cant sleep night",43652,"LoSeasonique","Birth Control","""I have read so many comments on this birth control. I was on Seasonique (Doctor recommended for endometriosis) before LOSeasonique, because when I went to my doctors office and asked for samples (due to insurance changes) they were out of Seasonique, and only had Loseasonique. I asked the nurse if they were any different in dosage (wondering if I&#039;d have more chances at getting pregnant) and she said they were about the same. LoSeasonique is my 5th pack already... and well I can say that it&#039;s helped me a lot when it comes to preventing pregnancy. Every 3 months I have had a super light period for over a year now. I have never really broke out only with stress... I just hate that I gained weight, have normally low grade fevers and cant sleep at night.""",8,"January 8, 2010",6,1,5,4
"read reviews still eager try take pills made extremely depressed caused mood swings im surprised boyfriend still since pill depressed unmotivated moody sex drive recommend pill anyone",124705,"Tri-Previfem","Birth Control","""I read the reviews but was still eager to try it -- do not take this. This pills has made me extremely depressed and has caused me to have mood swings. I&#039;m surprised my boyfriend is still with me, because since this pill I have been depressed, unmotivated, moody, and have had no sex drive! I do not recommend this pill to anyone""",1,"April 22, 2017",4,-1,2,3
"reason didnt rate pill clear skin initially switched ocella beyaz months loved learned insurance cover quickly switch similar generic birth control thought ocella always compared beyaz let just say wonders skin however within week taking pill noticed huge change mood really sad time especially work went weeks ocella anxiety attack boyfriends house following week experienced heaviest depression ever felt life horrible thoughts felt hopeless",6400,"Ocella","Birth Control","""The only reason I didn&#039;t rate this pill a 1, is because it did clear up my skin, which is initially why I switched to Ocella. I was on BeYaz for 3 months and loved it, and when I learned my insurance did not cover it, I quickly had to switch to a similar generic birth control. Which I thought Ocella was always compared to BeYaz. So let me just say it did wonders for my skin. HOWEVER, within a week of taking the pill, I noticed a huge change in my mood. I was really sad all of the time, especially at work. It only went down from there. After 5 weeks on Ocella, I had an anxiety attack at my boyfriends house and the following week I experienced the heaviest depression I have ever felt in my life. I had horrible thoughts, felt hopeless and dowN""",3,"June 5, 2015",3,-2,4,6
"reclipsen less weeks caused blood clots dvt pulmonary embolisms im one lucky ones lived diagnoses taken bc past always terrible side effects never issue clots also contributing factors besides overweight never smoked life genetic issues either advise everyone careful considering birth control option know signs blood clots save life",37809,"Reclipsen","Birth Control","""I was on reclipsen for less than 2 weeks and it caused blood clots. I had DVT and Pulmonary Embolisms. I&#039;m one of the lucky ones that lived through those diagnoses. I had taken other BC on the past and always had terrible side effects but never had an issue with clots. I also have no other contributing factors besides being overweight. I was 26 and never smoked in my life. No genetic issues either. I advise everyone to be careful when considering any birth control option. Know the signs of blood clots. It could save your life. """,1,"June 28, 2017",2,-3,1,4
"reclipsen year happy experience always short fuse acne got worse good things weight gain periods much lighter one day shorter without birth control pills obgyn tried zarah even worse experience switched back safyral",37763,"Reclipsen","Birth Control","""I was on Reclipsen for a year. I was not happy with my experience. I always had a short fuse and my acne got worse. The only good things were that I had no weight gain and my periods were much lighter and one day shorter than without birth control pills. My obgyn tried me on Zarah and I had an even worse experience, so she switched me back to Safyral.""",7,"September 23, 2014",2,2,4,2
"right implanon removed switched generess fe taking pill months now havent experienced nausea vomiting problems acne prevents pregnancy lightens periods",131470,"Generess Fe","Birth Control","""Right after I had the Implanon removed I switched to Generess Fe, I have been taking the pill over 2 months now and haven&#039;t experienced any nausea or vomiting.  No problems with acne. Does what it should - prevents pregnancy and lightens periods.""",9,"May 6, 2013",7,-1,1,2
"second month birth control first month taking orsythia made acne disappear within two weeks absolutely loved issues boobs starting grow slowly im three weeks syronx acne worsened feel like scarface boyfriend great sex thats good thing ive gained couple pounds well three weeks little stressed hopefully skin goes back normalif im switching back orsythia",43084,"Sronyx","Birth Control","""This is only my second month on birth control. The first month I was taking orsythia and it made my acne disappear within two weeks and I absolutely loved it. I had no issues and my boobs were starting to grow very slowly. I&#039;m about three weeks into syronx and my acne has worsened.. I feel like scarface. My boyfriend and I have great sex so thats the only good thing about this. I&#039;ve gained a couple pounds but well.. I am only three weeks in and I have been a little stressed... so HOPEFULLY my skin goes back to normal..If not, I&#039;m switching back to orsythia!""",2,"April 29, 2016",1,4,6,2
"since got bc hair falling even now since ive itughhh wish done research",111810,"Gianvi","Birth Control","""Since I got on BC my hair has been falling out ,even now since I&#039;ve been off it..ughhh wish I had done more research.""",1,"July 7, 2015",2,-1,0,1
"sronyx years never issues lighten periods well shorten sexually active years never got pregnant job notice months got pretty bad breast tenderness period wasnt every single month",43081,"Sronyx","Birth Control","""I was on Sronyx for 2 years and I never had any issues with it. It did lighten my periods, as well as shorten them. I was sexually active for those 2 years and I never got pregnant, so it did its job. I did notice some months I got pretty bad breast tenderness during my period, but it wasn&#039;t every single month.""",8,"May 4, 2016",2,-1,2,3
"stars acne gone hair stronger shiny",6381,"Ocella","Birth Control","""5 stars!!! Acne gone, my hair is stronger and shiny!!!""",10,"July 20, 2016",1,2,2,0
"started bc severe headaches nausea dizziness periods never heavy bleeding clotting get dizzy close fainting feet much doctors simply said hormones changing prescribed ocella havent noticed weight gain anything regulated pain dizziness periods however months ive nauseous severe headaches stomach pain coming something couldnt say pill overall worked great definitely aleviated pain menstration",6388,"Ocella","Birth Control","""I started BC because I had severe headaches, nausea, and dizziness when on my periods. I never had heavy bleeding or clotting... but I would get so dizzy I would be close to fainting if I was on my feet too much. The doctors simply said it could be my hormones changing and prescribed me ocella. I haven&#039;t noticed any weight gain or  anything. It regulated my pain and dizziness during my periods. However, after 4 months I&#039;ve been very nauseous and have had severe headaches and stomach pain. I could be coming down with something so I couldn&#039;t say it&#039;s 100% from the pill. Overall it&#039;s worked great for me and definitely aleviated my pain during menstration.""",8,"January 15, 2016",1,-6,3,9
"started beyaz recommended new pa im seeing said help pms symptoms described ive nearly completed first pack feeling completely control depressed even suicidal irritable angry feel way even worst pms times started period week month dont know continue using pill just dawned beyaz reading pamphlet now postings think beyaz may ive overwhelming symptoms",6764,"Beyaz","Birth Control","""I started BeYaz because it was recommended by a new PA I&#039;m seeing.  SHe said it would help with the PMS symptoms I described.  I&#039;ve nearly completed the first pack and I am feeling completely out of control, depressed, even suicidal, and irritable and SO angry.  I DID NOT feel this way before, even at my worst PMS times.  I started my period about a week before I should have this month.  I don&#039;t know if I should continue using this pill or not.  It just dawned on me that it could be the BeYaz, and after reading the pamphlet and now these postings, I think the BeYaz may be why I&#039;ve been having these overwhelming symptoms.""",2,"June 12, 2012",10,-7,1,8
"started beyaz years ago stopped year didnt need thought wasnt type serious relationship stopped taking proceeded end something serious decided get back months ago truly love pill go round take directed everyday hour ive missed one dosage just doubled next day started back routine directed periods werent regular first started continuing sticking taking directed became regular heavy sometimes clots can handle really recommend pill take like youre supposed also weight gain",6732,"Beyaz","Birth Control","""I started Beyaz 2 years ago, then stopped it for about a year because I didn&#039;t need it (so I thought). I wasn&#039;t in any type of serious relationship when I stopped taking it then proceeded to end up in something serious. I decided to get back on it (3-4 months ago) and I truly love this pill. This go round I take it as directed, everyday on the same hour. I&#039;ve missed one dosage and just doubled up the next day and started back my routine as directed. My periods weren&#039;t regular when I first started it, but continuing it and sticking with it and taking it as directed... they became regular. Not so heavy (sometimes have clots but I can handle that). I really recommend this pill. But take it like you&#039;re supposed to!  Also: no weight gain for me!""",9,"November 10, 2016",8,3,4,1
"started cramping next day taking pills cramps every day last weeks lower back pains angry episodes just symptoms anger definitely major factor though getting week",131417,"Generess Fe","Birth Control","""Started cramping the very next day after taking the pills. And have had the cramps every day for the last 3 weeks. Lower back pains and angry episodes are just some of the symptoms. The anger has definitely been a major factor though. I am getting off of them in a week.""",1,"December 24, 2013",10,-5,0,5
"started generess fe weeks ago first extremely wary reviews unstoppable weight gain terrible mood swings breakthrough bleeding acne worsening headaches edge first days face broke worst since middle school upset spent much time money good skin week half two face completely cleared since actually less small acne wasnt bc side effects experienced far knock wood bit touchy certain days even random days good bit munchies cravings otherwise weight gain crazy moods",131429,"Generess Fe","Birth Control","""I started Generess Fe 3 weeks ago, and at first I was extremely wary; I had reviews about unstoppable weight gain, terrible mood swings, breakthrough bleeding, acne worsening, and headaches, so I was on the edge. The first 3 days my face broke out the worst it had since middle school, and I was so upset about it because I had spent so much time and money to good skin, but after about a week and a half or two, my face has completely cleared up, since then I actually have less small acne then when I wasn&#039;t on BC. The only side effects I have experienced so far (knock on wood) is I am a bit more touchy on certain days or even random days, and I have a good bit more of the munchies or cravings, but otherwise no weight gain or crazy moods. :)""",8,"November 6, 2013",6,-5,6,11
"started gianvi switching yaz another pill nothing used intense day period extreme cramps migraines large pimples crazy mood swings apparent reason gianvi changed still get cramps mood swings muted much smaller breakouts migraines gone get light bleeding period lasts days however miss period bleeding part often still get symptoms time personally love gianvi feel much freer things like drive know wont suddenly doubled pain behind wheel",111849,"Gianvi","Birth Control","""I started Gianvi after switching from Yaz to another pill that did nothing for me. I used to have an intense 7 day period, extreme cramps, migraines, large pimples, and crazy mood swings for no apparent reason. Gianvi has changed all that. I do still get cramps and mood swings, but both are very muted. I have much smaller breakouts and the migraines are gone. I get a very light bleeding during my period, which only lasts 2-3 days. HOWEVER, I miss my period (the bleeding part) often. I still get the other symptoms at that time. Personally, I love Gianvi. I feel much freer to do things like drive because I know I won&#039;t be suddenly doubled over in pain behind the wheel.""",9,"March 27, 2013",3,-5,2,7
"started taking bc last year got mirena taken due bad acne weeks starting triprevifem started hypoglycemic episodes run miles continued every run started taking supplements run keep blood sugar stable helps partly annoying last months hypoglycemic episodes morning without physical activity now ive decided stop taking",124855,"Tri-Previfem","Birth Control","""I started taking this BC last year 11/2014 when I got the Mirena taken out due to bad acne. A few weeks after starting Tri-Previfem I started having hypoglycemic episodes after I run (~4miles ). Which continued after every run so I started taking supplements before and during my run to keep my blood sugar stable. Which helps partly and very annoying. But the last 2 months I had 2 hypoglycemic episodes in the morning without any physical activity. It&#039;s now 8/2014 and I&#039;ve decided to stop taking them. 

Cons: hypoglycemia, stomach bloat during period

Pros: no acne, regulated periods (precise day and round about time of day), minimal/no cramps.""",6,"August 25, 2014",4,-1,1,2
